NGCT,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGCT,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGCT,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGCT,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGCT,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGCT,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGCT,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGCT,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGCT,13,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGCT,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGCT,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGCT,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGCT,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGCT,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGCT,13,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGCT,13,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGCT,13,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGCT,13,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGCT,13,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGCT,13,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGCT,13,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGCT,13,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGCT,13,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGCT,13,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGCT,13,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGCT,13,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGCT,13,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGCT,13,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGCT,13,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGCT,13,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGCT,13,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGCT,13,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGCT,13,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGCT,13,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGCT,13,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGCT,13,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGCT,13,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGCT,13,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGCT,13,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGCT,13,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGCT,13,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGCT,13,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGCT,13,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGCT,13,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGCT,13,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGCT,13,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGCT,13,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGCT,13,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGCT,13,49,0,0,0,0,0,0,0,0,0,0,0,0,497,572,527,592
NGCT,13,50,502,473,524,488,0,0,0,0,0,0,0,0,514,553,538,574
NGCT,13,51,488,473,509,488,0,0,0,0,0,0,0,0,514,577,534,592
NGCT,13,52,486,471,505,486,549,554,597,588,0,0,0,0,522,583,547,596
NGCT,13,53,493,466,505,482,559,558,617,585,0,0,0,0,538,567,556,587
NGCT,13,54,489,457,502,466,598,472,643,546,582,549,633,581,583,585,637,629
NGCT,13,55,465,445,487,459,616,479,643,511,587,583,633,627,586,552,603,580
NGCT,13,56,0,0,0,0,627,478,649,497,595,605,646,645,584,563,616,604
NGCT,13,57,0,0,0,0,622,447,645,464,604,585,635,634,585,559,608,593
NGCT,13,58,0,0,0,0,617,443,650,468,609,583,637,638,590,565,606,584
NGCT,13,59,479,469,508,495,617,441,644,457,609,582,636,629,0,0,0,0
NGCT,13,60,490,479,512,503,628,441,649,453,0,0,0,0,0,0,0,0
NGCT,13,61,487,494,507,511,0,0,0,0,0,0,0,0,0,0,0,0
NGCT,13,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGCT,13,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGCT,13,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGCT,13,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGCT,13,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGCT,13,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGCT,13,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGCT,13,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGCT,13,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGCT,13,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGCT,13,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGCT,13,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGCT,13,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGCT,13,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGCT,13,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGCT,13,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGCT,13,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGCT,13,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGCT,13,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGCT,13,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGCT,13,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGCT,13,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGCT,13,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGCT,13,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGCT,13,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGCT,13,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGCT,13,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGCT,13,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGCT,13,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGCT,13,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGCT,13,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGCT,13,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGCT,13,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGCT,13,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGCT,13,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGCT,13,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGCT,13,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGCT,13,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGCT,13,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGCT,13,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGCT,13,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGCT,13,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGCT,13,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGCT,13,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NGCT,13,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
